review_text,reviewer_name,review_title,review_date,review_star_ratings
"I purchased this console for my 6 year old daughter and although she thinks it's fantastic,  I think this console has the worse user friendly interface I've come across. . You need to constantly sign in!! Sign in to play games online and link accounts ect etc. I set up one game under my daughter's account which is under the main parents account and now it's asking for another online paid pass to play!!! so each member of the family needs an online pass. How is this user friendly at all. I wouldn't be that bothered but this particular game needs to be online to play!!I've noticed most games have missing dialogue any intro scenes have subtitles which you need to read which is a cost-cutting. This is obviously easier for game developers for different regions but not user friendly or enjoyable to a 6 year old. Games are expensive and so are the accessories. PS4 is by far a better machine just a shame that the games on the PS4 are not geared for my daughter's age range.",Daniel kelly,Constantly asked to sign in and online pass needed for some games,2 May 2020,1.0 out of 5 stars
"Great console, the battery lasts a long time you can have a lot of great games",sabina solinska,I recommend the best console,2 May 2020,5.0 out of 5 stars
I love it. Gives you both options if on the move play and connecting to your TV. I have tried the Switch lite but I think this is better value in long run as it gives you too play style options. So for extra money I’d go for this. I was on the fence about this product but if you love Zelda games you have to get this for BOTW alone.,Chris,Nintendo do it again. Another classic console.,2 May 2020,5.0 out of 5 stars
Very happy grandsons,angela wright,Fun,1 May 2020,5.0 out of 5 stars
"Come with all packaging,  amazing product but came damaged",Lee,"Came with the left side locking mechanism broken,  sent it back",9 April 2022,3.0 out of 5 stars
Came promptly and in good condition. Amazing piece of kit would recommend to anyone all ages,Amazon Customer,Great,9 April 2022,5.0 out of 5 stars
"I am surprised how good this is....it was for my daughter and I wasn't expecting it to be as powerful as it is. Really cool little machine, she plays it plugged into the TV and is loving it.",Robert Hamilton,Great,8 April 2022,5.0 out of 5 stars
I bought this for my son  on his birthday. He enjoys it so much. Can't fault. It's a great product. The online subscription was a bit challenging to pull through. Amazon had to step in to rescue situation.,kings,Great Product,5 April 2022,5.0 out of 5 stars
All good,David Shropshire,No problem with this seller,5 April 2022,5.0 out of 5 stars
Love the switch but have to fight the kids to play it,Douglas P.,Love the Switch,26 March 2022,5.0 out of 5 stars
Brought for six year old who loves it insurance is a must with this,Jayne,Great gaming,24 March 2022,5.0 out of 5 stars
"Bought for GF to keep her busy and happy.she was very happy with it. everyone loves an Nintendo switch. this arrived very fast. its a switch so it is what it is. the speed of delivery was good and price was pretty decent too competitively.  got it to her in time for last minute birthday gift so i didn't get lectured. duno what to get your girlfriend,boyfriend or child? just get them a switch cant go wrong with it and fun for everyone too.u want to have a switch? your girlfriend or boyfriend doesnt like nintendo? get them a switch so u can play it anyways",pure reviews,Bought for my GF,23 March 2022,5.0 out of 5 stars
"It’s a birthday present, so we won’t be opening it yet",Ellie,Birthday present,16 March 2022,5.0 out of 5 stars
It is good,Ted,It is good,12 March 2022,4.0 out of 5 stars
Thank you so much,KAMAL,Well done,April 2020,5.0 out of 5 stars
This is a great product from a great seller. Perfect new condition and fairly quick delivery!,T,Brilliant seller and amazing product!,April 2020,5.0 out of 5 stars
Brought for my son who lbs it and good value for the money,Pat Hill,Excellent value,April 2020,5.0 out of 5 stars
Brilliant quality and good fun .,mercedes,Brilliant quality and good fun .,April 2020,5.0 out of 5 stars
"A great console for those who love Nintendo.Nintendo consoles have long been recognised as the most fun consoles on the market. I have found that for 'serious gaming' i head to the PS4 or Xbox but for sheer fun i always pick up the Nintendo. Bought this for my 6 year old as her first console and she isnt disappointed. The variety of games is excellent and all ages are catered for. generic joycons, controllers and accessories are available in abundance and are almost every bit as good as the nintendo items so dont fear generic items.All of your usual favourites (mario, zelda, lego charatcters) are available in a variety of titles as are leagues of puzzle sport and interactive games. Any age, any ability you have what you need for hours of fun. recommend a decent sized memory card, online games are frequently on sale and money can be saved by buying the online version instead of the physical game.",Adam Steele,Excellent,April 2020,5.0 out of 5 stars
Speedy delivery! Product as described.,JGR,Speedy,April 2020,5.0 out of 5 stars
"Excellent, quick delivery.",S English,Fast delivery,April 2020,5.0 out of 5 stars
My son loves it. Very versatile able  to play through tv or as a mobile device.,Jessie,Fantastic,April 2020,5.0 out of 5 stars
"No complaints, came in two days even with the virus which is amazing!",Alise Karlstrema,"Quick delivery, everything is perfect",April 2020,5.0 out of 5 stars
I love the switch! Struggled to get hold of one but finally managed to pre order mine. It was due to arrive on 1st May but ended up arriving on the 17th April! Definitely recommend the Nintendo Switch!,Amazon Customer,Amazing machine!,April 2020,5.0 out of 5 stars
"Arrived in time, no problem.Happy customer",mark,No problems,March 2022,5.0 out of 5 stars
Great experience. Excellent quality. Easy to set up.Good all round fun for individuals or a family,Richard Fry,Does what it says on the box,March 2022,5.0 out of 5 stars
My son bought this with his saved up money. It arrived very quickly and he is very happy with it.,Fay Ward ,Arrived quickly and just as expected.,March 2022,5.0 out of 5 stars
My kids love it. But for the price i paid its bit plasticy. I was expecting better quality. But it has good games. We connected it to the tv and play as i feel the screen is too small.,Fathima,Its okay,March 2022,3.0 out of 5 stars
Got it to my son 8th birthday with is in two weeks time so I haven’t opened yet but my nephew have the same and is just amazing and ease to play,Amazon Customer,Haven’t opened yet,February 2022,5.0 out of 5 stars
"It's no xbox or PlayStation,  but is perfect for younger kids.",Nhilandra,As good as expected,February 2022,5.0 out of 5 stars
My son loves it,Masitula,Great,February 2022,5.0 out of 5 stars
Tanks,ricardo,Good,February 2022,5.0 out of 5 stars
Given as a birthday gift to my adult son he lives it,Amazon Customer,It’s my sons newest obsession,February 2022,5.0 out of 5 stars
Derliverd in good time.,Si ,Great gift,February 2022,5.0 out of 5 stars
"I previously had a switch lite, the battery on a switch lite was horrible, so I decided to upgrade to the switch and I'm happy I did.",Daniel Beechey,I upgraded,18 February 2022,5.0 out of 5 stars
Amazing console well worth the money,S,Amazing,18 February 2022,5.0 out of 5 stars
She says it is very easy to use and she loves it,Dawnn Lunn,Granddaughter loves it,16 February 2022,5.0 out of 5 stars
The button on the controller is difficult to stay still.,Daniel Li,Using Feeling,14 February 2022,3.0 out of 5 stars
It was in shocking condition I paid 255 and it had scratches all over the screen,Hannah sargent,Had scratches all over the screen,12 February 2022,2.0 out of 5 stars
perfect store fast delivery,Brendan Breslin,realy positve,10 February 2022,5.0 out of 5 stars
"Bought for my daughters birthday and found this on a ery gooddeal, when retail more expensive. Fun console and the family love it.",Refon,Fun for the family,8 February 2022,5.0 out of 5 stars
"This was bought for my sons Xmas, so only 6 weeks old and it's stopped working. My son is so so upset. Can someone contact me please ASAP",Kirsty Bremner,Very unhappy as it has stopped working already.,6 February 2022,1.0 out of 5 stars
It's good! But my console has a weird buzzing constantly coming out of the speakers which is annoying,Aimee Lea,Good,5 February 2022,3.0 out of 5 stars
Love it,Simon H.,Nintendo switch,5 February 2022,5.0 out of 5 stars
"Great product, great price, delivered quickly.",libertine1965,Perfect purchase,5 February 2022,5.0 out of 5 stars
"Bought this for my husband with the keep fit programme, which he is enjoying. The grandchildren also love the interactive games that are available.",Gillane,Great resource,3 February 2022,5.0 out of 5 stars
Love it,Danielle Neville ,Love it,31 January 2022,5.0 out of 5 stars
Great console the kids love it,Matty Condren,Great console brings people together,29 January 2022,5.0 out of 5 stars
Nice console. Perfect for on the move gaming. We have had a couple in our house (bought new as they get released with better screen on battery life etc). Perfect for myself during night shifts at work when it's quiet.,AnnMarie,Lovely little console,27 January 2022,5.0 out of 5 stars
"Bought for my Son for Christmas he loves it,easy for him to use and charge games to play.",Charlotte Jones,Great Product easy to use,25 January 2022,5.0 out of 5 stars
Grandson happy with this gift.,Deborah Pegg,Happy,25 January 2022,5.0 out of 5 stars
Bought this for my granddaughter. Did research and this was the cheapest. Came on time too.,A T.,Best value for money around,18 January 2022,5.0 out of 5 stars
Brought as a Christmas present for my nieces and they have been hooked! Amazing family console!,Craig,The best family console!,17 January 2022,5.0 out of 5 stars
It doesn't work at all. When is turn on - the screen get orange.,Gergana Staykova,Doesn't work,13 January 2022,1.0 out of 5 stars
Very good,Mehmet,Good,12 January 2022,4.0 out of 5 stars
My kids 1st console great for 2 or more players when attached to the tv and can use it on the go we have it attached to a tv,Chloe H,Great console for little kids,12 January 2022,5.0 out of 5 stars
Remotes are faulty and do not charge and when they do charge after all day they last about 20mins.,Kim,Remotes take all day  to charge one bar,9 January 2022,2.0 out of 5 stars
"I am so angry of the company that makes Switch! This is for young children! My 7 year old child now has access to an online portal and can download whatever he wants without my permission! He used to said in a funny way he wanted to die and put his hands around his neck like if they were ropes and stood on a chair ready to jump! This was because he had seen these stuff on youtube. He also made us buy more and more stuff he had seen on youtube and did lots of crazy, silly ""tricks"", I was fed up. Finally I managed to delete the bloody youtube from everywhere which was really hard as my TV, phone everything comes wih youtube and it is really hard to get rid of. And then today my son showed me the youtube is on his Switch!! I am so angry! Please contact me and delete my membership ASAP and send me instructions how to get rid of, otherwise I am gonna send both of our switches back with a serious complaint!!",Marianne,Outrageos!! I am so angry!!,9 January 2022,1.0 out of 5 stars
"Bought as a present, is really good.",Nigel Redgate,Switch,9 January 2022,5.0 out of 5 stars
The children received it as a Christmas present and loved it. Every since have spent all day playing it. I brought it as a bundle with just dance but they’ve only played a few games of that. But enjoyed other games that was brought.,Tin,Great for children and adults,9 January 2022,5.0 out of 5 stars
He loved,Mark Edwards,5,6 January 2022,5.0 out of 5 stars
Not too bulky and a good selection of games,Alice,A great console,3 January 2022,5.0 out of 5 stars
Broke within two months.  The seller couldn’t have cared less. A disgrace.,scratch,Faulty and unhelpful seller,30 December 2021,1.0 out of 5 stars
"Bought this Nintendo switch for my 4 year old sons Christmas & what can i say it’s really great, everything so much smaller & lightweight instead of big heavy built consoles! Easy for my son to play too. Only 1 thing i would say is buy screen protector’s for the switch so when docking & un-docking you don’t scratch your screen! Apart from that i think this is a great wee computer, switching from playing on ur TV or on a table top & the handheld mode! Love it!",Amazon Customer,Best computer i have purchased,30 December 2021,5.0 out of 5 stars
